Process,Image Path,Max Temp,Min Temp,X_0,Y_0,Z_0,Vis_0,Pres_0,X_1,Y_1,Z_1,Vis_1,Pres_1,X_2,Y_2,Z_2,Vis_2,Pres_2,X_3,Y_3,Z_3,Vis_3,Pres_3,X_4,Y_4,Z_4,Vis_4,Pres_4,X_5,Y_5,Z_5,Vis_5,Pres_5,X_6,Y_6,Z_6,Vis_6,Pres_6,X_7,Y_7,Z_7,Vis_7,Pres_7,X_8,Y_8,Z_8,Vis_8,Pres_8,X_9,Y_9,Z_9,Vis_9,Pres_9,X_10,Y_10,Z_10,Vis_10,Pres_10,X_11,Y_11,Z_11,Vis_11,Pres_11,X_12,Y_12,Z_12,Vis_12,Pres_12,X_13,Y_13,Z_13,Vis_13,Pres_13,X_14,Y_14,Z_14,Vis_14,Pres_14,X_15,Y_15,Z_15,Vis_15,Pres_15,X_16,Y_16,Z_16,Vis_16,Pres_16,X_17,Y_17,Z_17,Vis_17,Pres_17,X_18,Y_18,Z_18,Vis_18,Pres_18,X_19,Y_19,Z_19,Vis_19,Pres_19,X_20,Y_20,Z_20,Vis_20,Pres_20,X_21,Y_21,Z_21,Vis_21,Pres_21,X_22,Y_22,Z_22,Vis_22,Pres_22,X_23,Y_23,Z_23,Vis_23,Pres_23,X_24,Y_24,Z_24,Vis_24,Pres_24,X_25,Y_25,Z_25,Vis_25,Pres_25,X_26,Y_26,Z_26,Vis_26,Pres_26,X_27,Y_27,Z_27,Vis_27,Pres_27,X_28,Y_28,Z_28,Vis_28,Pres_28,X_29,Y_29,Z_29,Vis_29,Pres_29,X_30,Y_30,Z_30,Vis_30,Pres_30,X_31,Y_31,Z_31,Vis_31,Pres_31,X_32,Y_32,Z_32,Vis_32,Pres_32
False,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831022337.jpeg,35.5,24.4
False,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831022439.jpeg,35.2,24.3
False,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831022542.jpeg,35.4,24.2
False,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831022644.jpeg,35.3,24.4
True,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831022745.jpeg,35.7,24.5,1176,1318,0.6031408905982971,0.9996981620788574,0.999995231628418,1144,1349,0.5599334836006165,0.9997604489326477,0.9999932050704956,1165,1402,0.5595658421516418,0.9997228980064392,0.999994158744812,1178,1422,0.5593923330307007,0.9998207688331604,0.9999932050704956,1111,1289,0.5653321743011475,0.9998548030853271,0.9999909400939941,1101,1244,0.5647705793380737,0.9998400211334229,0.9999920129776001,1095,1229,0.5647667646408081,0.9998981952667236,0.9999908208847046,1255,1464,0.36098697781562805,0.9999212026596069,0.9999979734420776,1144,1179,0.384901225566864,0.9998359680175781,0.9999955892562866,1259,1347,0.5403097867965698,0.9996600151062012,0.9999964237213135,1236,1267,0.5439212918281555,0.9995973706245422,0.9999929666519165,1540,1575,0.22785544395446777,0.999984622001648,0.999997615814209,1438,910,0.287130206823349,0.9999761581420898,0.9999912977218628,1875,1702,0.3316042423248291,0.10500157624483109,0.9998337030410767,1760,684,0.40281161665916443,0.048672232776880264,0.9996927976608276,1555,1624,0.6536620855331421,0.02818579412996769,0.9999672174453735,1561,706,0.713092029094696,0.15239068865776062,0.9999343156814575,1444,1616,0.7113555073738098,0.03763338178396225,0.9999480247497559,1467,639,0.7611525058746338,0.19263365864753723,0.9999034404754639,1431,1565,0.7031230926513672,0.03529758006334305,0.9999217987060547,1452,712,0.7767093777656555,0.18375201523303986,0.9998834133148193,1458,1560,0.6604363322257996,0.03298831358551979,0.9999508857727051,1501,745,0.7240040898323059,0.1465473175048828,0.9999257326126099,2350,1304,-0.03166818991303444,0.9999521970748901,0.9999899864196777,2275,826,0.030494222417473793,0.9999723434448242,0.9999861717224121,2607,1803,0.11058904230594635,0.09650598466396332,0.9997010231018066,2467,471,0.1850225180387497,0.15165607631206512,0.9997321963310242,3021,1473,-0.24735301733016968,0.058227043598890305,0.9961814880371094,3021,626,-0.33140671253204346,0.20449058711528778,0.9910791516304016,3073,1323,-0.28078943490982056,0.32571253180503845,0.983802318572998,3098,657,-0.38079509139060974,0.5800540447235107,0.9772583842277527,3236,1666,-0.20133325457572937,0.05139569938182831,0.9820048809051514,3166,712,-0.33445873856544495,0.17252057790756226,0.9584472179412842
True,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831022846.jpeg,35.4,24.6,1109,1202,0.4211159348487854,0.996653139591217,0.9997460246086121,1069,1246,0.37959718704223633,0.9979078769683838,0.9997920393943787,1078,1297,0.37914592027664185,0.9978002905845642,0.9998629093170166,1087,1325,0.3790504038333893,0.9988316893577576,0.9998716115951538,1058,1154,0.376000314950943,0.998035728931427,0.9996104836463928,1056,1133,0.37550854682922363,0.9977624416351318,0.9996465444564819,1055,1115,0.3754761815071106,0.9985958933830261,0.999578058719635,1149,1376,0.20704759657382965,0.9996250867843628,0.9999675750732422,1098,1103,0.1892833560705185,0.9977256655693054,0.9997261166572571,1189,1248,0.3694342076778412,0.9983834028244019,0.9999240636825562,1185,1150,0.36115598678588867,0.9968559741973877,0.9997517466545105,1470,1583,0.10045573860406876,0.9999773502349854,0.9999926090240479,1443,877,0.11316230148077011,0.9997370839118958,0.9997636675834656,1892,1734,0.13397878408432007,0.09789453446865082,0.9996955394744873,1791,734,0.1887180507183075,0.008682345040142536,0.9930787682533264,1488,1640,0.30334219336509705,0.11764796823263168,0.9999662637710571,1416,981,0.4212213456630707,0.029627621173858643,0.99782395362854,1384,1669,0.32166245579719543,0.14816191792488098,0.9999479055404663,1293,985,0.4486027956008911,0.05461248755455017,0.9979693293571472,1347,1607,0.3192148506641388,0.1397809237241745,0.9999204874038696,1347,1037,0.44147899746894836,0.053212571889162064,0.9971494078636169,1390,1592,0.3058733642101288,0.13043347001075745,0.9999513626098633,1361,1027,0.41954728960990906,0.05269961804151535,0.9981117248535156,2378,1383,0.002657687058672309,0.9998984336853027,0.9999696016311646,2309,901,-0.0037075995933264494,0.9998642206192017,0.9999104738235474,2414,1680,0.3058984577655792,0.023915212601423264,0.9997957348823547,2193,775,0.3118920624256134,0.033092133700847626,0.9997819066047668,2989,1611,0.17083916068077087,0.09056685864925385,0.998513400554657,2646,949,0.06914825737476349,0.1330655813217163,0.9968633651733398,3065,1569,0.15707698464393616,0.3932618200778961,0.9940314888954163,2740,992,0.048002563416957855,0.4687846004962921,0.9925530552864075,3134,1660,0.18930192291736603,0.1479186713695526,0.9953450560569763,2704,993,0.07772626727819443,0.26663878560066223,0.9913344979286194
True,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831022947.jpeg,35.6,24.8,1141,1203,0.5646160840988159,0.9997833371162415,0.9999949932098389,1075,1230,0.5216069221496582,0.9998522996902466,0.9999945163726807,1067,1263,0.521214485168457,0.9998315572738647,0.9999955892562866,1062,1293,0.5210778117179871,0.9998981952667236,0.999995231628418,1109,1118,0.5265762805938721,0.9998912811279297,0.9999923706054688,1126,1073,0.5260160565376282,0.999889612197876,0.999992847442627,1138,1042,0.5260129570960999,0.999919056892395,0.9999911785125732,1106,1339,0.3302318751811981,0.9999500513076782,0.9999979734420776,1193,1008,0.35161152482032776,0.99982750415802,0.9999933242797852,1212,1273,0.5049923062324524,0.9997617602348328,0.9999949932098389,1244,1162,0.5074468851089478,0.9996585845947266,0.9999876022338867,1469,1659,0.19171005487442017,0.999988317489624,0.9999974966049194,1566,884,0.22589997947216034,0.999941349029541,0.9999845027923584,1830,1796,0.23815591633319855,0.0999748483300209,0.9996825456619263,1992,756,0.2591836750507355,0.04272443801164627,0.9980217218399048,1635,1537,0.4450553059577942,0.01591934636235237,0.9999651908874512,1779,847,0.5011938810348511,0.001340511254966259,0.9992873072624207,1590,1476,0.48187217116355896,0.025287535041570663,0.9999532699584961,1704,877,0.5417941212654114,0.0018153699347749352,0.9992365837097168,1565,1413,0.4717308282852173,0.02497159317135811,0.9999371767044067,1684,903,0.5482947826385498,0.0017654594266787171,0.9990647435188293,1627,1428,0.4465740919113159,0.024240432307124138,0.9999579191207886,1695,909,0.5059562921524048,0.0020187958143651485,0.9993869066238403,2319,1638,-0.016246255487203598,0.999977707862854,0.9999967813491821,2378,1126,0.015035992488265038,0.9999760389328003,0.9999947547912598,2558,2129,0.06542671471834183,0.16169317066669464,0.9999192953109741,2613,692,0.17193157970905304,0.09709432721138,0.9999396800994873,2897,2165,-0.30128243565559387,0.20965926349163055,0.9997369647026062,2969,848,-0.34576934576034546,0.21527762711048126,0.9995490908622742,2925,2088,-0.33278077840805054,0.7018154263496399,0.9991061091423035,3000,894,-0.3934709429740906,0.6237024068832397,0.9990260601043701,3007,2290,-0.28596141934394836,0.24831120669841766,0.999118983745575,3086,892,-0.3665030896663666,0.25699105858802795,0.9983848333358765
True,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831023049.jpeg,35.8,24.8,1228,1088,0.26262205839157104,0.9243592023849487,0.9856821894645691,1153,1088,0.20331396162509918,0.9312617778778076,0.9855455756187439,1145,1113,0.20278027653694153,0.9367859363555908,0.9887133836746216,1136,1139,0.2028357833623886,0.9521785974502563,0.9873186945915222,1180,1000,0.20358294248580933,0.9469929933547974,0.9843041300773621,1194,962,0.20284108817577362,0.9599955081939697,0.9888096451759338,1206,934,0.20264598727226257,0.9722355604171753,0.9885402321815491,1177,1198,0.012195113115012646,0.9850211143493652,0.995110809803009,1282,898,0.013370231725275517,0.9685417413711548,0.9943228960037231,1281,1144,0.2149055302143097,0.9526534676551819,0.9944912195205688,1309,1072,0.21098583936691284,0.9413978457450867,0.9898391962051392,1507,1583,-0.02885930798947811,0.9989702701568604,0.9985283613204956,1689,731,0.01341363787651062,0.9974818825721741,0.9962549209594727,1908,1737,0.13956408202648163,0.019990215077996254,0.9180532693862915,2153,703,0.16098952293395996,0.005559056531637907,0.921537458896637,1707,1566,0.38572728633880615,0.008725247345864773,0.9869883060455322,1846,639,0.36372166872024536,0.02074042521417141,0.9834262132644653,1668,1619,0.40917283296585083,0.01855343207716942,0.9907824397087097,1814,549,0.37673357129096985,0.04987747222185135,0.9849594235420227,1633,1519,0.39327362179756165,0.018563732504844666,0.9893607497215271,1753,631,0.3595978021621704,0.0508197546005249,0.9825462102890015,1677,1500,0.3870912790298462,0.01577502302825451,0.9908444285392761,1767,703,0.3593875467777252,0.038357291370630264,0.9875569343566895,2495,1687,-0.02340085804462433,0.9740948677062988,0.9733798503875732,2616,1121,0.022334469482302666,0.9780619144439697,0.9723466634750366,2708,2153,0.4485277831554413,0.005659905262291431,0.7981010675430298,2808,874,0.37888598442077637,0.001757373451255262,0.8776627779006958,3293,2305,0.4491117298603058,0.010080132633447647,0.31295087933540344,3360,1229,0.4238865375518799,0.0023491638712584972,0.21494776010513306,3443,2280,0.4510842263698578,0.06504075974225998,0.1499132364988327,3468,1319,0.4352238178253174,0.01935267634689808,0.1681128889322281,3217,2450,0.5073907971382141,0.003083542687818408,0.45827752351760864,3342,1183,0.522022008895874,0.0010549703147262335,0.47532424330711365
True,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831023151.jpeg,35.8,24.6,1282,1536,0.49215444922447205,0.9961001873016357,0.9999493360519409,1190,1521,0.44245877861976624,0.997008740901947,0.9999022483825684,1187,1530,0.44208410382270813,0.9957834482192993,0.9999035596847534,1186,1540,0.4418531656265259,0.9974052309989929,0.999855637550354,1187,1450,0.4632762372493744,0.9975753426551819,0.9998865127563477,1188,1423,0.4625997841358185,0.9970651268959045,0.9998970031738281,1182,1412,0.4623909294605255,0.9983294606208801,0.9998635053634644,1223,1515,0.24089914560317993,0.9986370205879211,0.9999327659606934,1237,1278,0.33264052867889404,0.9972187280654907,0.9999324083328247,1365,1554,0.43268197774887085,0.9922498464584351,0.9998764991760254,1352,1480,0.4556480050086975,0.9887521862983704,0.9997413754463196,1614,1710,0.13409017026424408,0.9997133612632751,0.9998890161514282,1667,910,0.27252525091171265,0.9997701048851013,0.9998693466186523,2105,1875,0.2304825484752655,0.010867766104638577,0.99345463514328,2112,720,0.3787679374217987,0.0038545136339962482,0.9966645836830139,1847,1648,0.5900143384933472,0.006310748402029276,0.9991059899330139,1778,804,0.6355707049369812,0.06639081984758377,0.9996566772460938,1759,1663,0.6543232202529907,0.011612489819526672,0.9988014698028564,1679,742,0.6859922409057617,0.12611883878707886,0.9995424747467041,1731,1578,0.6546438336372375,0.011197326704859734,0.9985342025756836,1660,815,0.692016065120697,0.11968135833740234,0.9994345307350159,1790,1557,0.6014323830604553,0.01152175571769476,0.9989646673202515,1694,851,0.6415375471115112,0.09510162472724915,0.9996697902679443,2641,1609,-0.06260266155004501,0.998852014541626,0.999392032623291,2645,1084,0.06143151968717575,0.9993863105773926,0.999526858329773,3139,2177,0.01527872122824192,0.023286966606974602,0.978779137134552,2956,998,0.34503841400146484,0.0038447040133178234,0.9867860674858093,3228,1662,-0.16888897120952606,0.005703318864107132,0.9221793413162231,3279,1004,0.09379193931818008,0.003656160319224,0.8134443759918213,3247,1556,-0.17717698216438293,0.05373067781329155,0.789220929145813,3330,1025,0.07725824415683746,0.02761012874543667,0.7342467904090881,3314,1627,-0.009937433525919914,0.00877345073968172,0.8358745574951172,3387,1023,0.22739329934120178,0.004669262561947107,0.7983744144439697
True,/data/uabcvmsc/shared/newborn/31/31.08.24/HM20240831023253.jpeg,36.0,24.7,1382,1062,0.4126071035861969,0.8576793074607849,0.9952379465103149,1320,1079,0.3663075566291809,0.8791849613189697,0.9947315454483032,1314,1103,0.3658255934715271,0.8862956762313843,0.9959937334060669,1259,1247,0.36564919352531433,0.9290767312049866,0.9956543445587158,1335,1023,0.3552311360836029,0.8992284536361694,0.9925375580787659,1350,992,0.3546805679798126,0.90549635887146,0.9939042925834656,1358,976,0.3545134663581848,0.93877112865448,0.9929168224334717,1292,1341,0.18724533915519714,0.9748597741127014,0.9986490607261658,1388,998,0.13586804270744324,0.9164590239524841,0.9960662722587585,1417,1188,0.3636305630207062,0.9031320214271545,0.998083233833313,1455,1080,0.3454592525959015,0.8731328248977661,0.9957376718521118,1544,1625,0.08224339783191681,0.9997701048851013,0.999854326248169,1716,899,0.08246472477912903,0.9986703395843506,0.9986781477928162,1900,1868,0.20876187086105347,0.028954388573765755,0.9973345994949341,2177,810,0.20474357903003693,0.0021778326481580734,0.9864033460617065,1812,1622,0.4623461067676544,0.007925326935946941,0.9991576671600342,1939,827,0.4541253447532654,0.007154316641390324,0.9945646524429321,1730,1600,0.4986383616924286,0.011477249674499035,0.9987421631813049,1896,751,0.48536384105682373,0.01356558222323656,0.9930623173713684,1749,1512,0.4860289990901947,0.011022050864994526,0.9982220530509949,1856,833,0.46971896290779114,0.013341828249394894,0.9904638528823853,1759,1514,0.4640744626522064,0.011016303673386574,0.9988731741905212,1882,866,0.4507574737071991,0.011236956343054771,0.9943238496780396,2427,1649,0.0001143960835179314,0.9984369874000549,0.999376118183136,2524,1222,-0.0008024799753911793,0.9984671473503113,0.998948872089386,2751,2003,0.3653113842010498,0.015175245702266693,0.9666976928710938,3066,1194,0.18562667071819305,0.007515367120504379,0.969048261642456,3174,2295,0.3260645270347595,0.010370784439146519,0.7377042174339294,3483,1439,0.16281786561012268,0.0037171831354498863,0.4202010929584503,3276,2321,0.3242569863796234,0.06495741754770279,0.5154633522033691,3573,1513,0.16524478793144226,0.020832862704992294,0.3243257999420166,3168,2391,0.39117392897605896,0.00327603449113667,0.7354156970977783,3519,1412,0.222101628780365,0.0014440150698646903,0.5582432150840759
